Label,Matrix
Youtube,"[[-9.5367431640625e-07, 17.241146087646484, 0.003849970466692925, 0.18733943871938158, 68.75633530406594, 92.0, 1412.0, 1277.2777814723681, 385.0228162635024, -2.5865066998155943, 15037, 19206426.0, 259.7595269110704, 331785.07224928396], [9.5367431640625e-07, 17.269990921020508, 0.004249932273151907, 0.19745024608764572, 65.2835269998335, 92.0, 1412.0, 1396.8122658832172, 109.54331136976668, -8.273964323422492, 13615, 19017599.0, 235.31515081200808, 328691.08900237194], [4.792213439941406e-05, 17.241146087646484, 0.0407193539261734, 0.6087494357469734, 21.051812426295896, 98.0, 1412.0, 132.78973277074542, 77.76069591950933, 11.352184786763342, 1422, 188827.0, 24.57562886636424, 3263.391189837525]]"
Youtube,"[[0.0, 10.160557985305786, 0.003878827924532709, 0.15885059633446239, 51.94979466855385, 91.0, 1412.0, 1229.179376932941, 442.99842890692537, -2.057584488753237, 13257, 16295231.0, 257.82928683494, 316918.4421468361], [9.5367431640625e-07, 10.177994012832642, 0.004475145398091377, 0.1711080434220431, 48.295269749742296, 91.0, 1412.0, 1398.635991641999, 103.9972772019709, -9.065580607934956, 11486, 16064733.0, 223.47588315632265, 312561.4134464148], [3.695487976074219e-05, 10.175118923187256, 0.029037862713054075, 0.4346582502991104, 18.905269367775702, 97.0, 1412.0, 130.15132693393562, 69.18483759392394, 9.476143611560616, 1771, 230498.0, 34.457252644203905, 4484.657154141]]"
Youtube,"[[0.0, 9.210885047912598, 0.0038819181438856497, 0.15186878799337222, 48.285423681944025, 89.0, 1412.0, 1225.3624195296068, 442.25322013499834, -2.002928031012647, 15689, 19224711.0, 257.6210280382796, 315679.1262386909], [9.5367431640625e-07, 9.231626033782959, 0.004512230219440546, 0.16438075192330273, 44.71167924298732, 89.0, 1412.0, 1398.6163652534835, 105.5376182949684, -9.190158300959013, 13492, 18870132.0, 221.63632502193764, 309984.1913103221], [1.5974044799804688e-05, 9.222287893295288, 0.02771794535423237, 0.4055907908923477, 17.993439328342337, 97.0, 1412.0, 161.39235320892126, 109.28431013740872, 3.2274556828244396, 2197, 354579.0, 36.094139035937935, 5825.318036060007]]"
Youtube,"[[-2.384185791015625e-05, 6.031214952468872, 0.0029713043224775006, 0.10118055369778794, 47.13279330537776, 92.0, 1412.0, 1198.4661029520842, 472.5025183037347, -1.7991251188114377, 20223, 24236580.0, 336.5691772221497, 403366.7501992191], [9.5367431640625e-07, 6.060056924819946, 0.0035259362367914, 0.11089602255383932, 43.17565324719947, 92.0, 1412.0, 1398.1484764868196, 107.31144937721048, -8.98307786691877, 17033, 23814663.0, 283.6292677603427, 396555.8286061954], [2.9802322387695312e-05, 6.045274019241333, 0.01883487082380006, 0.25506461205118597, 18.621615866754873, 97.0, 1412.0, 132.26238244514107, 64.55196780348382, 7.921503648038943, 3190, 421917.0, 53.10965959267961, 7024.410108578246]]"
Youtube,"[[-2.86102294921875e-06, 9.388020992279053, 0.004282281033496941, 0.15666420300196632, 49.52258470985723, 92.0, 1412.0, 1207.1993086761147, 472.86574889780667, -1.8798014104609462, 14465, 17462138.0, 233.53654964384205, 281925.1612806513], [1.9073486328125e-06, 9.40683913230896, 0.005075193682654959, 0.17110350436621521, 45.44443980183554, 92.0, 1412.0, 1409.5370871240061, 53.912675971856466, -22.687761503260663, 12201, 17197762.0, 197.05296580719795, 277753.4634330242], [5.793571472167969e-05, 9.408375024795532, 0.02736987795810809, 0.39586471211765606, 19.521290650993997, 97.0, 1412.0, 116.773851590106, 57.42328655892884, 12.924280079403617, 2264, 264376.0, 36.5526617555987, 4268.395099071627]]"
Youtube,"[[-9.5367431640625e-07, 9.159493923187256, 0.0036549105554765492, 0.13867041696947444, 50.853586276835394, 92.0, 1412.0, 1226.0093157725667, 446.6275770584388, -2.0281019488410936, 15565, 19082835.0, 273.62208613744485, 335463.2266056311], [9.5367431640625e-07, 9.177881956100464, 0.004230650237039232, 0.14972379954662615, 47.184363547070426, 92.0, 1412.0, 1399.2737687844071, 101.32115906869629, -9.242548607601238, 13442, 18809038.0, 236.38787023106354, 330771.34607313963], [3.2901763916015625e-05, 9.172399044036865, 0.02680256735256098, 0.375278711616213, 18.698384879332178, 97.0, 1412.0, 128.96702779086198, 62.454421221184816, 10.488791978471358, 2123, 273797.0, 37.32744107585674, 4814.0091305917795]]"
Youtube,"[[-3.0994415283203125e-06, 10.285204887390137, 0.004633482870275725, 0.17799329879657008, 46.38603055859086, 92.0, 1412.0, 1249.2557255064075, 413.1720584696429, -2.2192038174345234, 12095, 15109748.0, 215.83821795152673, 269637.12955904467], [9.5367431640625e-07, 10.310212850570679, 0.0052502300640236066, 0.19021391455438438, 43.48976967688035, 92.0, 1412.0, 1394.4960615153789, 118.35177446968106, -7.793809992473635, 10664, 14870906.0, 190.48570634849565, 265631.56727795216], [2.288818359375e-05, 10.285204887390137, 0.03918695233084939, 0.516567037661729, 15.864261121887443, 98.0, 1412.0, 166.9056603773585, 99.03256798003592, 4.921210234952695, 1431, 238842.0, 25.53654319046174, 4262.193604958954]]"
Youtube,"[[-2.1457672119140625e-06, 5.298730850219727, 0.0027955001375753238, 0.10743598661722203, 44.32659900553725, 92.0, 1412.0, 1273.6955249805733, 389.85820180056663, -2.5349081827729254, 21877, 27864637.0, 357.73409514599535, 455644.31612042885], [9.5367431640625e-07, 5.357294082641602, 0.003100674373427809, 0.11378185286637721, 42.0525822486679, 92.0, 1412.0, 1398.3927068012374, 103.11443603326394, -8.741421208198082, 19717, 27572109.0, 322.5268440947787, 451019.1865297583], [3.0994415283203125e-05, 5.303645849227905, 0.02832443496594555, 0.3412445551880601, 13.823694518189695, 97.0, 1412.0, 135.42962962962963, 68.85346525513879, 9.661148334368104, 2160, 292528.0, 35.32155817405711, 4783.585541453971]]"
Youtube,"[[0.0, 10.429917812347412, 0.004793191654235786, 0.1744744503891771, 45.147962957264575, 93.0, 1412.0, 1246.6596225197613, 416.68160784593067, -2.1938369660996493, 12398, 15456086.0, 208.64608319868827, 260110.6473207034], [9.5367431640625e-07, 10.447959899902344, 0.005444602335129882, 0.18654562925527454, 42.29190451794517, 93.0, 1412.0, 1394.625206232814, 117.65230216295187, -7.780156759393601, 10910, 15215361.0, 183.6849793377434, 256171.70219077056], [3.1948089599609375e-05, 10.430884838104248, 0.039960455237095516, 0.5027065375603664, 15.545159042970464, 97.0, 1412.0, 161.77755376344086, 87.43841677060067, 5.148928472622585, 1488, 240725.0, 25.04156894657591, 4051.163766575595]]"
Youtube,"[[0.0, 11.034278154373169, 0.003502915604084495, 0.13355179990645827, 54.92622927802638, 92.0, 1412.0, 1249.0621836171192, 420.4306541928354, -2.248086667141113, 17384, 21713697.0, 285.49289805991106, 356598.3826578921], [9.5367431640625e-07, 11.05446720123291, 0.003973600602613789, 0.14292714769868273, 51.371431488855215, 92.0, 1412.0, 1399.2203799203603, 100.44827457500155, -9.21222717247399, 15319, 21434657.0, 251.67735328410888, 352152.08187954157], [3.0040740966796875e-05, 11.057636976242065, 0.029489864328110866, 0.3873772550793946, 18.862586788134404, 97.0, 1412.0, 135.1283292978208, 71.32656879009785, 8.81348278664006, 2065, 279040.0, 33.92638518076636, 4584.415748591306]]"
Youtube,"[[0.0, 5.999011039733887, 0.002704670658446959, 0.10172274240676249, 46.903472536193405, 64.0, 1412.0, 1252.6475155279504, 419.0001695759982, -2.2978936680366786, 21896, 27427970.0, 369.74766942686017, 463163.4994798063], [9.5367431640625e-07, 6.017304182052612, 0.0029951616458082004, 0.10760572403910951, 44.46244375830187, 64.0, 1412.0, 1373.4441070796013, 210.47170636216774, -5.64113603885456, 19761, 27140629.0, 333.88869301496425, 458577.4578419127], [3.504753112792969e-05, 5.999747037887573, 0.027743137318504783, 0.32517719361980985, 14.550839890100004, 98.0, 1412.0, 134.58594847775174, 73.31795304120207, 10.210125137487074, 2135, 287341.0, 36.06184088250432, 4853.417059025608]]"
Youtube,"[[0.0, 14.931437015533447, 0.00435591540465304, 0.17056780086505005, 61.13872810393621, 91.0, 1412.0, 1226.0118549511856, 429.269466854175, -1.9651272105130029, 14340, 17581010.0, 229.58888017016986, 281478.6888535954], [9.5367431640625e-07, 14.960981845855713, 0.005075111434119199, 0.18469703250993383, 56.51455945260929, 91.0, 1412.0, 1392.3067295188557, 127.21442891238482, -7.463816777155051, 12304, 17130942.0, 197.05602408352712, 274362.42842372454], [3.0994415283203125e-05, 14.932728052139282, 0.03068232196554798, 0.45225227620306696, 22.96377510329517, 97.0, 1412.0, 221.0550098231827, 151.6989150409685, 1.6501489094087443, 2036, 450068.0, 32.60807319650757, 7208.177940769042]]"
Youtube,"[[-4.0531158447265625e-06, 8.01072907447815, 0.0034066303240949452, 0.13071475928736023, 47.50722726853905, 92.0, 1412.0, 1250.810399032648, 413.66779057106584, -2.237695722650248, 16540, 20688404.0, 293.5629545930852, 367191.59637578006], [9.5367431640625e-07, 8.038737058639526, 0.0038672036120007774, 0.13999407202076966, 44.517062070126194, 92.0, 1412.0, 1398.6916844056857, 101.90103884104414, -8.825558647582646, 14563, 20369147.0, 258.6025387394391, 361705.2205010527], [3.790855407714844e-05, 8.01072907447815, 0.028497110856206792, 0.3777484383292344, 16.327555698790206, 97.0, 1412.0, 161.4855842185129, 86.1746877151719, 4.241697369149896, 1977, 319257.0, 35.1090353658283, 5669.603087399214]]"
Youtube,"[[-1.9073486328125e-06, 8.333836078643799, 0.003520200396866443, 0.1367977848107508, 46.17677870246886, 92.0, 1412.0, 1241.8741337440028, 422.9740566854294, -2.1407882379251806, 16883, 20966561.0, 284.091563530886, 352805.9643638984], [9.5367431640625e-07, 8.361471891403198, 0.004024896878248825, 0.14697672207909376, 43.13550368761186, 92.0, 1412.0, 1396.9370553560539, 111.5763382397537, -8.404462972121701, 14759, 20617394.0, 248.47040560556536, 347097.5167497628], [4.100799560546875e-05, 8.333836078643799, 0.027953802163568353, 0.38524196508235947, 16.290094928109443, 97.0, 1412.0, 164.39124293785312, 86.73013722446701, 3.869335488497537, 2124, 349167.0, 35.79015926724304, 5883.588766885805]]"
Youtube,"[[-5.0067901611328125e-06, 3.1083619594573975, 0.0014211357491282365, 0.054105463072022644, 46.06524953811618, 71.0, 1392.0, 1257.031196599921, 385.0833903642404, -2.58484865803066, 22823, 28689223.0, 703.6933790333959, 884564.5302857915], [9.5367431640625e-07, 3.1360249519348145, 0.001569381419157257, 0.05741045561942875, 43.749992016087305, 71.0, 1392.0, 1377.2604464242484, 106.22320643791939, -8.32803181692441, 20653, 28444560.0, 637.2245836817718, 877624.2145940628], [4.38690185546875e-05, 3.124328851699829, 0.014948474915690442, 0.1755581707832034, 14.110277177873769, 77.0, 1392.0, 112.7479262672811, 72.68721930668653, 9.73167465828635, 2170, 244663.0, 66.92729844331471, 7545.914110155164]]"
Youtube,"[[-3.0994415283203125e-06, 8.465533018112183, 0.0029963798610106954, 0.12816847184931457, 49.420171730112905, 92.0, 1412.0, 1268.283889352921, 394.649674187351, -2.455134457989501, 20353, 25813382.0, 333.7524551652819, 423292.8619181101], [9.5367431640625e-07, 8.491299867630005, 0.0033433141154958364, 0.13608709384249545, 46.72239392763834, 92.0, 1412.0, 1398.735205396808, 99.5570967273747, -8.835517779910809, 18233, 25503139.0, 299.12081667190273, 418390.81694603484], [3.2901763916015625e-05, 8.478248119354248, 0.02876419681262835, 0.3969128910540701, 15.865950083029913, 97.0, 1412.0, 146.34103773584906, 69.98943461275901, 7.257836692911773, 2120, 310243.0, 34.78184797699904, 5090.011727324581]]"
Youtube,"[[-1.3113021850585938e-05, 5.211932897567749, 0.0027001754763176324, 0.10429274284995296, 45.166465028604776, 92.0, 1412.0, 1257.3819854309565, 407.12438647346517, -2.3224414565611884, 18807, 23647583.0, 370.3659940955372, 465691.5289919565], [9.5367431640625e-07, 5.237744092941284, 0.003036123359057135, 0.11127107189907876, 42.55024880740326, 92.0, 1412.0, 1396.3091050490548, 110.87949429438228, -8.147061509089962, 16716, 23340703.0, 329.387086173504, 459926.1875096412], [3.790855407714844e-05, 5.218400001525879, 0.024296411486904018, 0.3131328054155242, 14.956770174750115, 97.0, 1412.0, 146.76231468197034, 68.89401917264206, 7.7555541871698574, 2091, 306880.0, 41.178034436846296, 6043.383648005448]]"
Youtube,"[[-1.3113021850585938e-05, 13.251401901245117, 0.00480417367511941, 0.18667170224620602, 56.449284215443086, 92.0, 1412.0, 1241.0237634219327, 416.46045318119496, -2.1394173588478647, 11362, 14100512.0, 208.1706632714272, 258344.7399671465], [9.5367431640625e-07, 13.272923946380615, 0.005476740511802515, 0.20022708298705585, 52.6412061537926, 92.0, 1412.0, 1390.1587875138011, 124.04025161491684, -6.883436686016122, 9963, 13850152.0, 182.60868472666658, 253855.0677491128], [4.00543212890625e-05, 13.257349014282227, 0.03901097498226575, 0.5327062246074994, 19.675031159364348, 97.0, 1412.0, 178.9563974267334, 112.4275776427323, 2.922088878397765, 1399, 250360.0, 25.652148095175317, 4590.616009369616]]"
Youtube,"[[0.0, 8.067085027694702, 0.003060998153952131, 0.1145680404531038, 48.46628569949596, 92.0, 1412.0, 1229.7198627411976, 430.99007419134745, -2.0235148298266483, 20108, 24727207.0, 326.70706861822833, 401758.17157778674], [9.5367431640625e-07, 8.092741012573242, 0.003540463457450024, 0.12949724618187114, 45.06218567585414, 92.0, 1412.0, 1394.563618576279, 113.77315237775471, -7.803015963183677, 17377, 24233332.0, 282.4651525608025, 393915.62527689344], [3.0040740966796875e-05, 8.085004091262817, 0.022467443532559462, 0.31163633614713415, 17.764023956129318, 97.0, 1412.0, 180.8403515195899, 110.7188726620387, 2.665048151092918, 2731, 493875.0, 44.52515030989554, 8051.943833504086]]"
Youtube,"[[0.0, 8.247058153152466, 0.0037639250671602526, 0.14498468243579182, 44.211217755729976, 72.0, 1392.0, 1249.9981391886863, 392.44500679825734, -2.498062559665125, 16122, 20152470.0, 265.6965834991755, 332120.2349627608], [9.5367431640625e-07, 8.26845407485962, 0.004176168737230941, 0.1533005286223771, 41.926738980028574, 72.0, 1392.0, 1375.089976593694, 111.0620773881588, -7.713627209866656, 14526, 19974557.0, 239.4704116958029, 329293.3628136639], [3.1948089599609375e-05, 8.247058153152466, 0.03803567019375888, 0.45988786516178914, 13.79976375425897, 78.0, 1392.0, 111.47431077694236, 69.58521914546554, 9.998699172294842, 1596, 177913.0, 26.307593744248994, 2932.6208808399565]]"
Youtube,"[[0.0, 5.098972797393799, 0.0030112433703111813, 0.09893755634541579, 42.71157157178664, 92.0, 1412.0, 1243.3647674533424, 433.8456445614386, -2.191857328517988, 20254, 25183110.0, 332.10513147525177, 412927.8195667882], [9.5367431640625e-07, 5.12083101272583, 0.003457491497379033, 0.10661860852891678, 39.80962725615694, 92.0, 1412.0, 1409.037826802019, 57.95356558629581, -20.827464022730666, 17633, 24845564.0, 289.2434343863516, 407554.9402044972], [3.2901763916015625e-05, 5.119125843048096, 0.02327472635807882, 0.2746148525335393, 15.274304830485475, 97.0, 1412.0, 128.78519648988936, 70.44869024421027, 10.146663676578548, 2621, 337546.0, 42.98145825641785, 5535.37554697475]]"
Youtube,"[[0.0, 8.29481291770935, 0.003090306883619711, 0.11760063255267182, 48.75377937748011, 92.0, 1412.0, 1258.0037447573397, 407.69288153711824, -2.334815753225445, 20028, 25195299.0, 323.60861566590836, 407100.8503434515], [9.5367431640625e-07, 8.317152976989746, 0.0034724265000779615, 0.12522804073391364, 45.885320484457914, 92.0, 1412.0, 1396.1766752721967, 114.25756375780783, -8.280057806098933, 17818, 24877076.0, 287.9992207608083, 402097.79452280875], [2.9802322387695312e-05, 8.29481291770935, 0.028007300529290024, 0.35350484555984885, 16.107820436885028, 97.0, 1412.0, 143.9923076923077, 78.09668815647305, 7.861809773782706, 2210, 318223.0, 35.72113965357745, 5143.569332117818]]"
Youtube,"[[0.0, 5.879914999008179, 0.0028955657097514027, 0.09093431070862992, 46.30436019939969, 92.0, 1412.0, 1194.7338397659714, 484.5511743829841, -1.7855805887793597, 21194, 25321189.0, 345.37195340569957, 412627.56003986567], [1.9073486328125e-06, 5.899691104888916, 0.0034710605460314624, 0.10007801063010331, 42.24669015579912, 92.0, 1412.0, 1409.800328165667, 50.04072029652893, -23.818398631449647, 17674, 24916811.0, 288.11268781592526, 406181.36183158384], [5.0067901611328125e-05, 5.882382869720459, 0.017438398433293967, 0.22315317956188355, 18.79077985396302, 97.0, 1412.0, 114.88011363636363, 52.702341158846544, 13.702195553341687, 3520, 404378.0, 57.36101141776269, 6589.63950996933]]"
Youtube,"[[-1.9073486328125e-06, 8.704989910125732, 0.003630773843514152, 0.14359421009777035, 48.22943771231281, 91.0, 1412.0, 1233.5395714285714, 425.0145190862332, -2.0700359824233847, 14000, 17269554.0, 275.4430534031514, 339769.9060479005], [9.5367431640625e-07, 8.73583197593689, 0.004148993878456472, 0.15424106046682015, 45.06239682769264, 91.0, 1412.0, 1387.0036749693752, 133.53992275933712, -6.423718364890658, 12245, 16983860.0, 241.04197353697947, 334326.10311766143], [3.600120544433594e-05, 8.704989910125732, 0.02896061631401697, 0.40548326607763974, 16.979812866824165, 97.0, 1412.0, 162.788603988604, 75.68514241125425, 5.739086295255513, 1755, 285694.0, 34.549338127977514, 5624.238522583708]]"
