Label,Data
Youtube,"[['0', '1412', '1'], ['0.000269175', '356', '1'], ['0.000365973', '131', '1'], ['0.02073', '1412', '0'], ['0.0213041', '103', '1'], ['0.0213881', '97', '1'], ['0.0222461', '93', '0'], ['0.023123', '92', '0'], ['0.0240521', '150', '0'], ['0.024194', '103', '1'], ['0.0660372', '95', '0'], ['0.338011', '751', '1'], ['0.341614', '663', '1'], ['0.360303', '92', '0'], ['0.383772', '1412', '0'], ['0.38387', '1412', '0'], ['0.384053', '1412', '0'], ['0.384122', '1412', '0'], ['0.384188', '1412', '0'], ['0.384369', '1412', '0'], ['0.384433', '1412', '0'], ['0.3845', '1412', '0'], ['0.384642', '106', '1'], ['0.384673', '1412', '0'], ['0.384693', '100', '1'], ['0.38474', '1412', '0'], ['0.384765', '100', '1'], ['0.384804', '1412', '0'], ['0.384811', '100', '1'], ['0.384854', '100', '1'], ['0.385059', '1412', '0'], ['0.385895', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000259876', '974', '1'], ['0.000410795', '665', '1'], ['0.020072', '1412', '0'], ['0.0206439', '103', '1'], ['0.020741', '97', '1'], ['0.0210679', '1412', '0'], ['0.0212319', '100', '1'], ['0.0213499', '93', '0'], ['0.0214369', '1412', '0'], ['0.0214398', '1412', '0'], ['0.0215418', '1412', '0'], ['0.0215788', '100', '1'], ['0.021632', '100', '1'], ['0.0216799', '1412', '0'], ['0.021683', '100', '1'], ['0.021714', '100', '1'], ['0.0218439', '1412', '0'], ['0.0219438', '103', '1'], ['0.022048', '1412', '0'], ['0.0220499', '1412', '0'], ['0.0221639', '1412', '0'], ['0.022167', '95', '0'], ['0.022481', '1412', '0'], ['0.022712', '103', '1'], ['0.0228908', '103', '1'], ['0.0239758', '1412', '0'], ['0.0242739', '1412', '0'], ['0.024369', '100', '1'], ['0.026135', '1412', '0'], ['0.0264299', '1412', '0'], ['0.0265219', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000329971', '912', '1'], ['0.000499964', '730', '1'], ['0.02229', '1412', '0'], ['0.022893', '103', '1'], ['0.023', '97', '1'], ['0.0245881', '93', '0'], ['0.025548', '95', '0'], ['0.042074', '1412', '0'], ['0.042181', '1412', '0'], ['0.0423729', '1412', '0'], ['0.042418', '103', '1'], ['0.042443', '1412', '0'], ['0.042506', '100', '1'], ['0.042676', '1412', '0'], ['0.042768', '1412', '0'], ['0.042948', '1412', '0'], ['0.0429771', '100', '1'], ['0.0430121', '1412', '0'], ['0.0430579', '100', '1'], ['0.0430841', '1412', '0'], ['0.043164', '100', '1'], ['0.0432501', '1412', '0'], ['0.043319', '1412', '0'], ['0.043417', '100', '1'], ['0.043422', '1412', '0'], ['0.0434899', '1412', '0'], ['0.0435731', '100', '1'], ['0.0435741', '1412', '0'], ['0.0436351', '1412', '0'], ['0.043704', '100', '1'], ['0.044838', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000443935', '977', '1'], ['0.000599861', '668', '1'], ['0.022193', '1412', '0'], ['0.0227818', '103', '1'], ['0.0228779', '97', '1'], ['0.0236609', '93', '0'], ['0.0242889', '1412', '0'], ['0.0246069', '1412', '0'], ['0.0246098', '95', '0'], ['0.0246949', '1412', '0'], ['0.0247569', '1412', '0'], ['0.024761', '1412', '0'], ['0.02492', '1412', '0'], ['0.0249798', '1412', '0'], ['0.025044', '1412', '0'], ['0.02511', '1412', '0'], ['0.0252209', '1412', '0'], ['0.025286', '1412', '0'], ['0.0253489', '1412', '0'], ['0.025409', '1412', '0'], ['0.025522', '1412', '0'], ['0.025646', '1412', '0'], ['0.0257089', '1412', '0'], ['0.0258238', '1412', '0'], ['0.025949', '1412', '0'], ['0.026017', '1412', '0'], ['0.0261428', '1412', '0'], ['0.0263109', '1412', '0'], ['0.026361', '103', '1'], ['0.0264139', '100', '1'], ['0.0264599', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000310898', '972', '1'], ['0.029578', '1412', '0'], ['0.0310628', '1412', '0'], ['0.0332699', '100', '1'], ['0.0369439', '1412', '1'], ['0.0369918', '968', '1'], ['0.0529649', '97', '0'], ['0.0637689', '1412', '0'], ['0.0637729', '93', '0'], ['0.0637748', '95', '0'], ['0.0647218', '103', '1'], ['0.0648389', '103', '1'], ['0.0885298', '92', '0'], ['0.108092', '1412', '0'], ['0.108207', '1412', '0'], ['0.108369', '1412', '0'], ['0.108479', '1412', '0'], ['0.108672', '1412', '0'], ['0.108782', '1412', '0'], ['0.108854', '1412', '0'], ['0.108973', '1412', '0'], ['0.109078', '1412', '0'], ['0.109152', '1412', '0'], ['0.109385', '1412', '0'], ['0.109717', '1412', '0'], ['0.110514', '1412', '0'], ['0.110815', '1412', '0'], ['0.110907', '1412', '0'], ['0.111206', '1412', '0'], ['0.113024', '106', '1'], ['0.113087', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000216961', '352', '1'], ['0.000316858', '136', '1'], ['0.0206981', '1412', '0'], ['0.021286', '103', '1'], ['0.021373', '97', '1'], ['0.0220289', '93', '0'], ['0.022531', '96', '0'], ['0.0226181', '103', '1'], ['0.02282', '92', '0'], ['0.0236781', '121', '0'], ['0.0238259', '100', '1'], ['0.0411849', '98', '0'], ['0.311876', '762', '1'], ['0.312482', '660', '1'], ['0.331888', '95', '0'], ['0.333987', '1412', '0'], ['0.334103', '1412', '0'], ['0.334174', '1412', '0'], ['0.334245', '1412', '0'], ['0.334414', '1412', '0'], ['0.334504', '1412', '0'], ['0.334571', '1412', '0'], ['0.334716', '1412', '0'], ['0.334801', '1412', '0'], ['0.334867', '1412', '0'], ['0.33495', '106', '1'], ['0.335094', '100', '1'], ['0.335128', '1412', '0'], ['0.335178', '100', '1'], ['0.335249', '100', '1'], ['0.335314', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.00542378', '909', '1'], ['0.00564885', '730', '1'], ['0.025034', '1412', '0'], ['0.025589', '103', '1'], ['0.0256948', '97', '1'], ['0.0256999', '95', '0'], ['0.026099', '1412', '0'], ['0.0261948', '103', '1'], ['0.0263929', '93', '0'], ['0.0265508', '97', '1'], ['0.0280869', '1412', '0'], ['0.0291388', '1412', '0'], ['0.0292408', '100', '1'], ['0.0294399', '1412', '0'], ['0.0308769', '1412', '0'], ['0.0309689', '100', '1'], ['0.0311179', '1412', '0'], ['0.0311928', '1412', '0'], ['0.0312588', '1412', '0'], ['0.0313058', '100', '1'], ['0.031492', '1412', '0'], ['0.031575', '100', '1'], ['0.0318639', '1412', '0'], ['0.0318668', '1412', '0'], ['0.031951', '100', '1'], ['0.0321109', '1412', '0'], ['0.0324309', '1412', '0'], ['0.0324948', '100', '1'], ['0.032697', '1412', '0'], ['0.033062', '1412', '0'], ['0.0331268', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000221968', '351', '1'], ['0.00031805', '136', '1'], ['0.03197', '1412', '0'], ['0.0325851', '103', '1'], ['0.0326822', '97', '1'], ['0.0338151', '93', '0'], ['0.0348051', '92', '0'], ['0.0357912', '150', '0'], ['0.0359721', '103', '1'], ['0.0774171', '95', '0'], ['0.770613', '749', '1'], ['0.771765', '662', '1'], ['0.799873', '92', '0'], ['0.803087', '1412', '0'], ['0.803395', '1412', '0'], ['0.803695', '1412', '0'], ['0.803761', '1412', '0'], ['0.803828', '1412', '0'], ['0.803851', '106', '1'], ['0.8039', '1412', '0'], ['0.803902', '100', '1'], ['0.803944', '100', '1'], ['0.803996', '1412', '0'], ['0.804061', '1412', '0'], ['0.804134', '1412', '0'], ['0.804202', '1412', '0'], ['0.804315', '1412', '0'], ['0.804432', '1412', '0'], ['0.804835', '100', '1'], ['0.804879', '100', '1'], ['0.804942', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000629902', '350', '1'], ['0.000734806', '136', '1'], ['0.0215499', '1412', '0'], ['0.0221958', '103', '1'], ['0.0222979', '97', '1'], ['0.0227468', '93', '0'], ['0.023638', '92', '0'], ['0.0245328', '150', '0'], ['0.0246799', '103', '1'], ['0.0670409', '95', '0'], ['0.437299', '744', '1'], ['0.437836', '664', '1'], ['0.455443', '92', '0'], ['0.476497', '1412', '0'], ['0.477454', '1412', '0'], ['0.478068', '106', '1'], ['0.478378', '1412', '0'], ['0.479277', '1412', '0'], ['0.4794', '100', '1'], ['0.480167', '1412', '0'], ['0.481063', '1412', '0'], ['0.48119', '100', '1'], ['0.481947', '1412', '0'], ['0.482844', '1412', '0'], ['0.482946', '100', '1'], ['0.483738', '1412', '0'], ['0.484624', '1412', '0'], ['0.484743', '100', '1'], ['0.485525', '1412', '0'], ['0.486411', '1412', '0'], ['0.486509', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000473976', '351', '1'], ['0.000570059', '136', '1'], ['0.020858', '1412', '0'], ['0.0214379', '103', '1'], ['0.021631', '97', '1'], ['0.0229199', '93', '0'], ['0.023797', '92', '0'], ['0.024668', '150', '0'], ['0.0248179', '103', '1'], ['0.0661969', '95', '0'], ['0.332598', '749', '1'], ['0.334976', '661', '1'], ['0.35191', '92', '0'], ['0.379283', '1412', '0'], ['0.37938', '1412', '0'], ['0.379591', '1412', '0'], ['0.379593', '1412', '0'], ['0.379664', '1412', '0'], ['0.379706', '106', '1'], ['0.379919', '1412', '0'], ['0.379922', '1412', '0'], ['0.379989', '1412', '0'], ['0.380205', '1412', '0'], ['0.380289', '1412', '0'], ['0.380508', '1412', '0'], ['0.38055', '100', '1'], ['0.380601', '1412', '0'], ['0.380622', '100', '1'], ['0.380691', '100', '1'], ['0.380732', '100', '1'], ['0.380825', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000264883', '350', '1'], ['0.00037694', '136', '1'], ['0.0220718', '1412', '0'], ['0.0230639', '1412', '0'], ['0.024992', '100', '1'], ['0.0282629', '1412', '1'], ['0.028312', '346', '1'], ['0.0283349', '132', '1'], ['0.044071', '97', '0'], ['0.0490708', '1412', '0'], ['0.0490739', '93', '0'], ['0.0490758', '95', '0'], ['0.0490768', '121', '0'], ['0.0496118', '103', '1'], ['0.04969', '103', '1'], ['0.0514898', '96', '0'], ['0.051492', '92', '0'], ['0.0516369', '103', '1'], ['0.0666108', '92', '0'], ['0.370863', '750', '1'], ['0.371472', '663', '1'], ['0.391093', '95', '0'], ['0.392091', '1412', '0'], ['0.392094', '1412', '0'], ['0.392097', '1412', '0'], ['0.392099', '1412', '0'], ['0.392102', '1412', '0'], ['0.392104', '1412', '0'], ['0.392108', '1412', '0'], ['0.39284', '103', '1'], ['0.392893', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000221968', '350', '1'], ['0.00031805', '136', '1'], ['0.0214651', '1412', '0'], ['0.0220649', '103', '1'], ['0.0221591', '97', '1'], ['0.022855', '93', '0'], ['0.022857', '92', '0'], ['0.023855', '150', '0'], ['0.023989', '103', '1'], ['0.064867', '95', '0'], ['0.46581', '759', '1'], ['0.466142', '672', '1'], ['0.484893', '92', '0'], ['0.485926', '1412', '0'], ['0.486887', '1412', '0'], ['0.486889', '1412', '0'], ['0.486892', '1412', '0'], ['0.486894', '1412', '0'], ['0.486897', '1412', '0'], ['0.487119', '106', '1'], ['0.487172', '100', '1'], ['0.487214', '100', '1'], ['0.487384', '1412', '0'], ['0.487386', '1412', '0'], ['0.487388', '1412', '0'], ['0.487509', '100', '1'], ['0.487645', '1412', '0'], ['0.487648', '1412', '0'], ['0.487789', '100', '1'], ['0.48788', '1412', '0'], ['0.487987', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000268936', '909', '1'], ['0.00041604', '730', '1'], ['0.0220511', '1412', '0'], ['0.0225329', '1412', '0'], ['0.0228341', '1412', '0'], ['0.0229039', '1412', '0'], ['0.022922', '103', '1'], ['0.0229931', '1412', '0'], ['0.0230701', '103', '1'], ['0.023123', '100', '1'], ['0.023155', '100', '1'], ['0.0231559', '1412', '0'], ['0.0231869', '100', '1'], ['0.0232401', '1412', '0'], ['0.0233021', '1412', '0'], ['0.0233469', '103', '1'], ['0.023459', '1412', '0'], ['0.0235231', '103', '1'], ['0.023545', '1412', '0'], ['0.0236299', '1412', '0'], ['0.023632', '93', '0'], ['0.0236931', '103', '1'], ['0.023833', '100', '1'], ['0.0245941', '95', '0'], ['0.0250111', '1412', '0'], ['0.0253119', '1412', '0'], ['0.025738', '103', '1'], ['0.026438', '1412', '0'], ['0.0267539', '1412', '0'], ['0.026845', '100', '1'], ['0.0283849', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000299931', '970', '1'], ['0.000435829', '666', '1'], ['0.0235679', '1412', '0'], ['0.024245', '103', '1'], ['0.0243459', '97', '1'], ['0.024555', '93', '0'], ['0.0255599', '95', '0'], ['0.0496929', '100', '1'], ['0.059545', '1412', '0'], ['0.0595498', '1412', '0'], ['0.060045', '100', '1'], ['0.06057', '1412', '0'], ['0.0605738', '1412', '0'], ['0.0605779', '1412', '0'], ['0.06058', '1412', '0'], ['0.0605829', '1412', '0'], ['0.060586', '1412', '0'], ['0.0605888', '1412', '0'], ['0.0606968', '100', '1'], ['0.0607419', '100', '1'], ['0.060791', '100', '1'], ['0.0615659', '1412', '0'], ['0.061569', '1412', '0'], ['0.0620959', '100', '1'], ['0.0655909', '1412', '0'], ['0.0655949', '1412', '0'], ['0.0658219', '100', '1'], ['0.0665619', '1412', '0'], ['0.066565', '1412', '0'], ['0.0666549', '100', '1'], ['0.067194', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000226974', '351', '1'], ['0.000323057', '136', '1'], ['0.020541', '1412', '1'], ['0.0343699', '1412', '0'], ['0.034373', '93', '0'], ['0.0349779', '103', '1'], ['0.0350561', '100', '1'], ['0.035362', '92', '0'], ['0.035363', '150', '0'], ['0.0493701', '1412', '0'], ['0.0495989', '103', '1'], ['0.0509291', '92', '0'], ['0.639287', '746', '1'], ['0.639726', '657', '1'], ['0.675407', '98', '0'], ['0.67713', '1412', '0'], ['0.677134', '1412', '0'], ['0.677136', '1412', '0'], ['0.677139', '1412', '0'], ['0.677397', '1412', '0'], ['0.67748', '106', '1'], ['0.677537', '100', '1'], ['0.678402', '1412', '0'], ['0.678404', '1412', '0'], ['0.678407', '1412', '0'], ['0.67841', '1412', '0'], ['0.678412', '1412', '0'], ['0.678415', '1412', '0'], ['0.678516', '100', '1'], ['0.678565', '100', '1'], ['0.678606', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.020375', '1412', '0'], ['0.0223591', '1412', '0'], ['0.022819', '100', '1'], ['0.0232651', '1412', '0'], ['0.0311871', '1412', '1'], ['0.0437131', '97', '0'], ['0.0539021', '1412', '0'], ['0.053905', '93', '0'], ['0.0544472', '117', '1'], ['0.0796962', '97', '1'], ['0.0983', '92', '0'], ['0.563035', '348', '1'], ['0.567092', '132', '1'], ['0.581563', '121', '0'], ['0.583658', '112', '0'], ['0.583817', '103', '1'], ['1.03828', '749', '1'], ['1.03992', '663', '1'], ['1.05651', '95', '0'], ['1.08527', '1412', '0'], ['1.0855', '1412', '0'], ['1.08557', '1412', '0'], ['1.08561', '103', '1'], ['1.0858', '1412', '0'], ['1.08587', '1412', '0'], ['1.08592', '100', '1'], ['1.08593', '1412', '0'], ['1.08596', '100', '1'], ['1.08612', '1412', '0'], ['1.08618', '1412', '0'], ['1.08622', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000349998', '963', '1'], ['0.0280399', '1412', '0'], ['0.029165', '103', '1'], ['0.0294559', '97', '1'], ['0.0294771', '92', '0'], ['0.0298381', '93', '0'], ['0.03001', '100', '1'], ['0.0785501', '95', '0'], ['0.129346', '1412', '0'], ['0.129449', '1412', '0'], ['0.129589', '1412', '0'], ['0.129711', '103', '1'], ['0.129764', '1412', '0'], ['0.129935', '1412', '0'], ['0.130023', '1412', '0'], ['0.130104', '100', '1'], ['0.130149', '100', '1'], ['0.130236', '1412', '0'], ['0.13032', '1412', '0'], ['0.130439', '100', '1'], ['0.13049', '1412', '0'], ['0.130647', '1412', '0'], ['0.130778', '1412', '0'], ['0.130912', '1412', '0'], ['0.131366', '100', '1'], ['0.131437', '100', '1'], ['0.13986', '1412', '0'], ['0.140058', '1412', '0'], ['0.140138', '100', '1'], ['0.140167', '1412', '0'], ['0.140255', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000245094', '964', '1'], ['0.028595', '1412', '0'], ['0.029166', '103', '1'], ['0.0292499', '97', '1'], ['0.0300651', '93', '0'], ['0.0309711', '92', '0'], ['0.054507', '100', '1'], ['0.0799561', '95', '0'], ['0.252556', '1412', '0'], ['0.252686', '1412', '0'], ['0.252689', '1412', '0'], ['0.252845', '1412', '0'], ['0.252924', '1412', '0'], ['0.252997', '1412', '0'], ['0.252999', '1412', '0'], ['0.253152', '1412', '0'], ['0.253225', '1412', '0'], ['0.253309', '1412', '0'], ['0.253312', '1412', '0'], ['0.253459', '1412', '0'], ['0.254209', '103', '1'], ['0.254663', '100', '1'], ['0.25498', '100', '1'], ['0.255048', '100', '1'], ['0.255089', '100', '1'], ['0.25515', '100', '1'], ['0.255236', '1412', '0'], ['0.255554', '1412', '0'], ['0.255724', '100', '1'], ['0.255855', '1412', '0'], ['0.256587', '1412', '0']]"
